,category,sub,phase,high_level,mid_level,fine_level
975,Ropennaturalgarden,14,R,open,natural,garden
976,Ropennaturallake,14,R,open,natural,lake
977,Ropennaturalmountains,14,R,open,natural,mountains
978,Rsmallnottoolbowl,14,R,small,nottool,bowl
979,Rsmallnottoolcupcake,14,R,small,nottool,cupcake
980,Rsmallnottoolflowers,14,R,small,nottool,flowers
981,Rsmalltooldrill,14,R,small,tool,drill
982,Rsmalltoolhairbrush,14,R,small,tool,hairbrush
983,Rsmalltoolwateringcan,14,R,small,tool,wateringcan
984,Dbignottoolchair,14,D,big,nottool,chair
985,Dbignottoollamppost,14,D,big,nottool,lamppost
986,Dbignottooltv,14,D,big,nottool,tv
987,Dbigtoolguitar,14,D,big,tool,guitar
988,Dbigtoolleafblower,14,D,big,tool,leafblower
989,Dbigtoolumbrella,14,D,big,tool,umbrella
990,Dclosedmanmadebathroom,14,D,closed,manmade,bathroom
991,Dclosedmanmadeconferencehall,14,D,closed,manmade,conferencehall
992,Dclosedmanmadelivingroom,14,D,closed,manmade,livingroom
993,Dclosednaturalcave,14,D,closed,natural,cave
994,Dclosednaturalforestccanopy,14,D,closed,natural,forestccanopy
995,Dclosednaturalicecave,14,D,closed,natural,icecave
996,Dopenmanmadecity,14,D,open,manmade,city
997,Dopenmanmadefarmhouse,14,D,open,manmade,farmhouse
998,Dopenmanmadesuburbs,14,D,open,manmade,suburbs
999,Dopennaturalgarden,14,D,open,natural,garden
1000,Dopennaturallake,14,D,open,natural,lake
1001,Dopennaturalmountains,14,D,open,natural,mountains
1002,Dsmallnottoolbowl,14,D,small,nottool,bowl
1003,Dsmallnottoolcupcake,14,D,small,nottool,cupcake
1004,Dsmallnottoolflowers,14,D,small,nottool,flowers
1005,Dsmalltooldrill,14,D,small,tool,drill
1006,Dsmalltoolhairbrush,14,D,small,tool,hairbrush
1007,Dsmalltoolwateringcan,14,D,small,tool,wateringcan
1008,Ebignottoolchair,15,E,big,nottool,chair
1009,Ebignottoollamppost,15,E,big,nottool,lamppost
1010,Ebignottooltv,15,E,big,nottool,tv
1011,Ebigtoolguitar,15,E,big,tool,guitar
1012,Ebigtoolleafblower,15,E,big,tool,leafblower
1013,Ebigtoolumbrella,15,E,big,tool,umbrella
1014,Eclosedmanmadebathroom,15,E,closed,manmade,bathroom
1015,Eclosedmanmadeconferencehall,15,E,closed,manmade,conferencehall
1016,Eclosedmanmadelivingroom,15,E,closed,manmade,livingroom
1017,Eclosednaturalcave,15,E,closed,natural,cave
1018,Eclosednaturalforestccanopy,15,E,closed,natural,forestccanopy
1019,Eclosednaturalicecave,15,E,closed,natural,icecave
1020,Eopenmanmadecity,15,E,open,manmade,city
1021,Eopenmanmadefarmhouse,15,E,open,manmade,farmhouse
1022,Eopenmanmadesuburbs,15,E,open,manmade,suburbs
1023,Eopennaturalgarden,15,E,open,natural,garden
1024,Eopennaturallake,15,E,open,natural,lake
1025,Eopennaturalmountains,15,E,open,natural,mountains
1026,Esmallnottoolbowl,15,E,small,nottool,bowl
1027,Esmallnottoolcupcake,15,E,small,nottool,cupcake
1028,Esmallnottoolflowers,15,E,small,nottool,flowers
1029,Esmalltooldrill,15,E,small,tool,drill
1030,Esmalltoolhairbrush,15,E,small,tool,hairbrush
1031,Esmalltoolwateringcan,15,E,small,tool,wateringcan
1032,Rbignottoolchair,15,R,big,nottool,chair
1033,Rbignottoollamppost,15,R,big,nottool,lamppost
1034,Rbignottooltv,15,R,big,nottool,tv
1035,Rbigtoolguitar,15,R,big,tool,guitar
1036,Rbigtoolleafblower,15,R,big,tool,leafblower
1037,Rbigtoolumbrella,15,R,big,tool,umbrella
1038,Rclosedmanmadebathroom,15,R,closed,manmade,bathroom
1039,Rclosedmanmadeconferencehall,15,R,closed,manmade,conferencehall
1040,Rclosedmanmadelivingroom,15,R,closed,manmade,livingroom
1041,Rclosednaturalcave,15,R,closed,natural,cave
1042,Rclosednaturalforestccanopy,15,R,closed,natural,forestccanopy
1043,Rclosednaturalicecave,15,R,closed,natural,icecave
1044,Ropenmanmadecity,15,R,open,manmade,city
1045,Ropenmanmadefarmhouse,15,R,open,manmade,farmhouse
1046,Ropenmanmadesuburbs,15,R,open,manmade,suburbs
1047,Ropennaturalgarden,15,R,open,natural,garden
1048,Ropennaturallake,15,R,open,natural,lake
1049,Ropennaturalmountains,15,R,open,natural,mountains
1050,Rsmallnottoolbowl,15,R,small,nottool,bowl
1051,Rsmallnottoolcupcake,15,R,small,nottool,cupcake
1052,Rsmallnottoolflowers,15,R,small,nottool,flowers
1053,Rsmalltooldrill,15,R,small,tool,drill
1054,Rsmalltoolhairbrush,15,R,small,tool,hairbrush
1055,Rsmalltoolwateringcan,15,R,small,tool,wateringcan
1056,Dbignottoolchair,15,D,big,nottool,chair
1057,Dbignottoollamppost,15,D,big,nottool,lamppost
1058,Dbignottooltv,15,D,big,nottool,tv
1059,Dbigtoolguitar,15,D,big,tool,guitar
1060,Dbigtoolleafblower,15,D,big,tool,leafblower
1061,Dbigtoolumbrella,15,D,big,tool,umbrella
1062,Dclosedmanmadebathroom,15,D,closed,manmade,bathroom
1063,Dclosedmanmadeconferencehall,15,D,closed,manmade,conferencehall
1064,Dclosedmanmadelivingroom,15,D,closed,manmade,livingroom
1065,Dclosednaturalcave,15,D,closed,natural,cave
1066,Dclosednaturalforestccanopy,15,D,closed,natural,forestccanopy
1067,Dclosednaturalicecave,15,D,closed,natural,icecave
1068,Dopenmanmadecity,15,D,open,manmade,city
1069,Dopenmanmadefarmhouse,15,D,open,manmade,farmhouse
1070,Dopenmanmadesuburbs,15,D,open,manmade,suburbs
1071,Dopennaturalgarden,15,D,open,natural,garden
1072,Dopennaturallake,15,D,open,natural,lake
1073,Dopennaturalmountains,15,D,open,natural,mountains
1074,Dsmallnottoolbowl,15,D,small,nottool,bowl
1075,Dsmallnottoolcupcake,15,D,small,nottool,cupcake
1076,Dsmallnottoolflowers,15,D,small,nottool,flowers
1077,Dsmalltooldrill,15,D,small,tool,drill
1078,Dsmalltoolhairbrush,15,D,small,tool,hairbrush
1079,Dsmalltoolwateringcan,15,D,small,tool,wateringcan
1080,Ebignottoolchair,16,E,big,nottool,chair
1081,Ebignottoollamppost,16,E,big,nottool,lamppost
1082,Ebignottooltv,16,E,big,nottool,tv
1083,Ebigtoolguitar,16,E,big,tool,guitar
1084,Ebigtoolleafblower,16,E,big,tool,leafblower
1085,Ebigtoolumbrella,16,E,big,tool,umbrella
1086,Eclosedmanmadebathroom,16,E,closed,manmade,bathroom
1087,Eclosedmanmadeconferencehall,16,E,closed,manmade,conferencehall
1088,Eclosedmanmadelivingroom,16,E,closed,manmade,livingroom
1089,Eclosednaturalcave,16,E,closed,natural,cave
1090,Eclosednaturalforestccanopy,16,E,closed,natural,forestccanopy
1091,Eclosednaturalicecave,16,E,closed,natural,icecave
1092,Eopenmanmadecity,16,E,open,manmade,city
1093,Eopenmanmadefarmhouse,16,E,open,manmade,farmhouse
1094,Eopenmanmadesuburbs,16,E,open,manmade,suburbs
1095,Eopennaturalgarden,16,E,open,natural,garden
1096,Eopennaturallake,16,E,open,natural,lake
1097,Eopennaturalmountains,16,E,open,natural,mountains
1098,Esmallnottoolbowl,16,E,small,nottool,bowl
1099,Esmallnottoolcupcake,16,E,small,nottool,cupcake
1100,Esmallnottoolflowers,16,E,small,nottool,flowers
1101,Esmalltooldrill,16,E,small,tool,drill
1102,Esmalltoolhairbrush,16,E,small,tool,hairbrush
1103,Esmalltoolwateringcan,16,E,small,tool,wateringcan
1104,Rbignottoolchair,16,R,big,nottool,chair
1105,Rbignottoollamppost,16,R,big,nottool,lamppost
1106,Rbignottooltv,16,R,big,nottool,tv
1107,Rbigtoolguitar,16,R,big,tool,guitar
1108,Rbigtoolleafblower,16,R,big,tool,leafblower
1109,Rbigtoolumbrella,16,R,big,tool,umbrella
1110,Rclosedmanmadebathroom,16,R,closed,manmade,bathroom
1111,Rclosedmanmadeconferencehall,16,R,closed,manmade,conferencehall
1112,Rclosedmanmadelivingroom,16,R,closed,manmade,livingroom
1113,Rclosednaturalcave,16,R,closed,natural,cave
1114,Rclosednaturalforestccanopy,16,R,closed,natural,forestccanopy
1115,Rclosednaturalicecave,16,R,closed,natural,icecave
1116,Ropenmanmadecity,16,R,open,manmade,city
1117,Ropenmanmadefarmhouse,16,R,open,manmade,farmhouse
1118,Ropenmanmadesuburbs,16,R,open,manmade,suburbs
1119,Ropennaturalgarden,16,R,open,natural,garden
1120,Ropennaturallake,16,R,open,natural,lake
1121,Ropennaturalmountains,16,R,open,natural,mountains
1122,Rsmallnottoolbowl,16,R,small,nottool,bowl
1123,Rsmallnottoolcupcake,16,R,small,nottool,cupcake
1124,Rsmallnottoolflowers,16,R,small,nottool,flowers
1125,Rsmalltooldrill,16,R,small,tool,drill
1126,Rsmalltoolhairbrush,16,R,small,tool,hairbrush
1127,Rsmalltoolwateringcan,16,R,small,tool,wateringcan
1128,Dbignottoolchair,16,D,big,nottool,chair
1129,Dbignottoollamppost,16,D,big,nottool,lamppost
1130,Dbignottooltv,16,D,big,nottool,tv
1131,Dbigtoolguitar,16,D,big,tool,guitar
1132,Dbigtoolleafblower,16,D,big,tool,leafblower
1133,Dbigtoolumbrella,16,D,big,tool,umbrella
1134,Dclosedmanmadebathroom,16,D,closed,manmade,bathroom
1135,Dclosedmanmadeconferencehall,16,D,closed,manmade,conferencehall
1136,Dclosedmanmadelivingroom,16,D,closed,manmade,livingroom
1137,Dclosednaturalcave,16,D,closed,natural,cave
1138,Dclosednaturalforestccanopy,16,D,closed,natural,forestccanopy
1139,Dclosednaturalicecave,16,D,closed,natural,icecave
1140,Dopenmanmadecity,16,D,open,manmade,city
1141,Dopenmanmadefarmhouse,16,D,open,manmade,farmhouse
1142,Dopenmanmadesuburbs,16,D,open,manmade,suburbs
1143,Dopennaturalgarden,16,D,open,natural,garden
1144,Dopennaturallake,16,D,open,natural,lake
1145,Dopennaturalmountains,16,D,open,natural,mountains
1146,Dsmallnottoolbowl,16,D,small,nottool,bowl
1147,Dsmallnottoolcupcake,16,D,small,nottool,cupcake
1148,Dsmallnottoolflowers,16,D,small,nottool,flowers
1149,Dsmalltooldrill,16,D,small,tool,drill
1150,Dsmalltoolhairbrush,16,D,small,tool,hairbrush
1151,Dsmalltoolwateringcan,16,D,small,tool,wateringcan
1152,Ebignottoolchair,17,E,big,nottool,chair
1153,Ebignottoollamppost,17,E,big,nottool,lamppost
1154,Ebignottooltv,17,E,big,nottool,tv
1155,Ebigtoolguitar,17,E,big,tool,guitar
1156,Ebigtoolleafblower,17,E,big,tool,leafblower
1157,Ebigtoolumbrella,17,E,big,tool,umbrella
1158,Eclosedmanmadebathroom,17,E,closed,manmade,bathroom
1159,Eclosedmanmadeconferencehall,17,E,closed,manmade,conferencehall
1160,Eclosedmanmadelivingroom,17,E,closed,manmade,livingroom
1161,Eclosednaturalcave,17,E,closed,natural,cave
1162,Eclosednaturalforestccanopy,17,E,closed,natural,forestccanopy
1163,Eclosednaturalicecave,17,E,closed,natural,icecave
1164,Eopenmanmadecity,17,E,open,manmade,city
1165,Eopenmanmadefarmhouse,17,E,open,manmade,farmhouse
1166,Eopenmanmadesuburbs,17,E,open,manmade,suburbs
1167,Eopennaturalgarden,17,E,open,natural,garden
1168,Eopennaturallake,17,E,open,natural,lake
1169,Eopennaturalmountains,17,E,open,natural,mountains
1170,Esmallnottoolbowl,17,E,small,nottool,bowl
1171,Esmallnottoolcupcake,17,E,small,nottool,cupcake
1172,Esmallnottoolflowers,17,E,small,nottool,flowers
1173,Esmalltooldrill,17,E,small,tool,drill
1174,Esmalltoolhairbrush,17,E,small,tool,hairbrush
1175,Esmalltoolwateringcan,17,E,small,tool,wateringcan
1176,Rbignottoolchair,17,R,big,nottool,chair
1177,Rbignottoollamppost,17,R,big,nottool,lamppost
1178,Rbignottooltv,17,R,big,nottool,tv
1179,Rbigtoolguitar,17,R,big,tool,guitar
1180,Rbigtoolleafblower,17,R,big,tool,leafblower
1181,Rbigtoolumbrella,17,R,big,tool,umbrella
1182,Rclosedmanmadebathroom,17,R,closed,manmade,bathroom
1183,Rclosedmanmadeconferencehall,17,R,closed,manmade,conferencehall
1184,Rclosedmanmadelivingroom,17,R,closed,manmade,livingroom
1185,Rclosednaturalcave,17,R,closed,natural,cave
1186,Rclosednaturalforestccanopy,17,R,closed,natural,forestccanopy
1187,Rclosednaturalicecave,17,R,closed,natural,icecave
1188,Ropenmanmadecity,17,R,open,manmade,city
1189,Ropenmanmadefarmhouse,17,R,open,manmade,farmhouse
1190,Ropenmanmadesuburbs,17,R,open,manmade,suburbs
1191,Ropennaturalgarden,17,R,open,natural,garden
1192,Ropennaturallake,17,R,open,natural,lake
1193,Ropennaturalmountains,17,R,open,natural,mountains
1194,Rsmallnottoolbowl,17,R,small,nottool,bowl
1195,Rsmallnottoolcupcake,17,R,small,nottool,cupcake
1196,Rsmallnottoolflowers,17,R,small,nottool,flowers
1197,Rsmalltooldrill,17,R,small,tool,drill
1198,Rsmalltoolhairbrush,17,R,small,tool,hairbrush
1199,Rsmalltoolwateringcan,17,R,small,tool,wateringcan
1200,Dbignottoolchair,17,D,big,nottool,chair
1201,Dbignottoollamppost,17,D,big,nottool,lamppost
1202,Dbignottooltv,17,D,big,nottool,tv
1203,Dbigtoolguitar,17,D,big,tool,guitar
1204,Dbigtoolleafblower,17,D,big,tool,leafblower
1205,Dbigtoolumbrella,17,D,big,tool,umbrella
1206,Dclosedmanmadebathroom,17,D,closed,manmade,bathroom
1207,Dclosedmanmadeconferencehall,17,D,closed,manmade,conferencehall
1208,Dclosedmanmadelivingroom,17,D,closed,manmade,livingroom
1209,Dclosednaturalcave,17,D,closed,natural,cave
1210,Dclosednaturalforestccanopy,17,D,closed,natural,forestccanopy
1211,Dclosednaturalicecave,17,D,closed,natural,icecave
1212,Dopenmanmadecity,17,D,open,manmade,city
1213,Dopenmanmadefarmhouse,17,D,open,manmade,farmhouse
1214,Dopenmanmadesuburbs,17,D,open,manmade,suburbs
1215,Dopennaturalgarden,17,D,open,natural,garden
1216,Dopennaturallake,17,D,open,natural,lake
1217,Dopennaturalmountains,17,D,open,natural,mountains
1218,Dsmallnottoolbowl,17,D,small,nottool,bowl
1219,Dsmallnottoolcupcake,17,D,small,nottool,cupcake
1220,Dsmallnottoolflowers,17,D,small,nottool,flowers
1221,Dsmalltooldrill,17,D,small,tool,drill
1222,Dsmalltoolhairbrush,17,D,small,tool,hairbrush
1223,Dsmalltoolwateringcan,17,D,small,tool,wateringcan
1224,Ebignottoolchair,18,E,big,nottool,chair
1225,Ebignottoollamppost,18,E,big,nottool,lamppost
1226,Ebignottooltv,18,E,big,nottool,tv
1227,Ebigtoolguitar,18,E,big,tool,guitar
1228,Ebigtoolleafblower,18,E,big,tool,leafblower
1229,Ebigtoolumbrella,18,E,big,tool,umbrella
1230,Eclosedmanmadebathroom,18,E,closed,manmade,bathroom
1231,Eclosedmanmadeconferencehall,18,E,closed,manmade,conferencehall
1232,Eclosedmanmadelivingroom,18,E,closed,manmade,livingroom
1233,Eclosednaturalcave,18,E,closed,natural,cave
1234,Eclosednaturalforestccanopy,18,E,closed,natural,forestccanopy
1235,Eclosednaturalicecave,18,E,closed,natural,icecave
1236,Eopenmanmadecity,18,E,open,manmade,city
1237,Eopenmanmadefarmhouse,18,E,open,manmade,farmhouse
1238,Eopenmanmadesuburbs,18,E,open,manmade,suburbs
1239,Eopennaturalgarden,18,E,open,natural,garden
1240,Eopennaturallake,18,E,open,natural,lake
1241,Eopennaturalmountains,18,E,open,natural,mountains
1242,Esmallnottoolbowl,18,E,small,nottool,bowl
1243,Esmallnottoolcupcake,18,E,small,nottool,cupcake
1244,Esmallnottoolflowers,18,E,small,nottool,flowers
1245,Esmalltooldrill,18,E,small,tool,drill
1246,Esmalltoolhairbrush,18,E,small,tool,hairbrush
1247,Esmalltoolwateringcan,18,E,small,tool,wateringcan
1248,Rbignottoolchair,18,R,big,nottool,chair
1249,Rbignottoollamppost,18,R,big,nottool,lamppost
1250,Rbignottooltv,18,R,big,nottool,tv
1251,Rbigtoolguitar,18,R,big,tool,guitar
1252,Rbigtoolleafblower,18,R,big,tool,leafblower
1253,Rbigtoolumbrella,18,R,big,tool,umbrella
1254,Rclosedmanmadebathroom,18,R,closed,manmade,bathroom
1255,Rclosedmanmadeconferencehall,18,R,closed,manmade,conferencehall
1256,Rclosedmanmadelivingroom,18,R,closed,manmade,livingroom
1257,Rclosednaturalcave,18,R,closed,natural,cave
1258,Rclosednaturalforestccanopy,18,R,closed,natural,forestccanopy
1259,Rclosednaturalicecave,18,R,closed,natural,icecave
1260,Ropenmanmadecity,18,R,open,manmade,city
1261,Ropenmanmadefarmhouse,18,R,open,manmade,farmhouse
1262,Ropenmanmadesuburbs,18,R,open,manmade,suburbs
1263,Ropennaturalgarden,18,R,open,natural,garden
1264,Ropennaturallake,18,R,open,natural,lake
1265,Ropennaturalmountains,18,R,open,natural,mountains
1266,Rsmallnottoolbowl,18,R,small,nottool,bowl
1267,Rsmallnottoolcupcake,18,R,small,nottool,cupcake
1268,Rsmallnottoolflowers,18,R,small,nottool,flowers
1269,Rsmalltooldrill,18,R,small,tool,drill
1270,Rsmalltoolhairbrush,18,R,small,tool,hairbrush
1271,Rsmalltoolwateringcan,18,R,small,tool,wateringcan
1272,Dbignottoolchair,18,D,big,nottool,chair
1273,Dbignottoollamppost,18,D,big,nottool,lamppost
1274,Dbignottooltv,18,D,big,nottool,tv
1275,Dbigtoolguitar,18,D,big,tool,guitar
1276,Dbigtoolleafblower,18,D,big,tool,leafblower
1277,Dbigtoolumbrella,18,D,big,tool,umbrella
1278,Dclosedmanmadebathroom,18,D,closed,manmade,bathroom
1279,Dclosedmanmadeconferencehall,18,D,closed,manmade,conferencehall
1280,Dclosedmanmadelivingroom,18,D,closed,manmade,livingroom
1281,Dclosednaturalcave,18,D,closed,natural,cave
1282,Dclosednaturalforestccanopy,18,D,closed,natural,forestccanopy
1283,Dclosednaturalicecave,18,D,closed,natural,icecave
1284,Dopenmanmadecity,18,D,open,manmade,city
1285,Dopenmanmadefarmhouse,18,D,open,manmade,farmhouse
1286,Dopenmanmadesuburbs,18,D,open,manmade,suburbs
1287,Dopennaturalgarden,18,D,open,natural,garden
1288,Dopennaturallake,18,D,open,natural,lake
1289,Dopennaturalmountains,18,D,open,natural,mountains
1290,Dsmallnottoolbowl,18,D,small,nottool,bowl
1291,Dsmallnottoolcupcake,18,D,small,nottool,cupcake
1292,Dsmallnottoolflowers,18,D,small,nottool,flowers
1293,Dsmalltooldrill,18,D,small,tool,drill
1294,Dsmalltoolhairbrush,18,D,small,tool,hairbrush
1295,Dsmalltoolwateringcan,18,D,small,tool,wateringcan
1296,Ebignottoolchair,19,E,big,nottool,chair
1297,Ebignottoollamppost,19,E,big,nottool,lamppost
1298,Ebignottooltv,19,E,big,nottool,tv
1299,Ebigtoolguitar,19,E,big,tool,guitar
1300,Ebigtoolleafblower,19,E,big,tool,leafblower
1301,Ebigtoolumbrella,19,E,big,tool,umbrella
1302,Eclosedmanmadebathroom,19,E,closed,manmade,bathroom
1303,Eclosedmanmadeconferencehall,19,E,closed,manmade,conferencehall
1304,Eclosedmanmadelivingroom,19,E,closed,manmade,livingroom
1305,Eclosednaturalcave,19,E,closed,natural,cave
1306,Eclosednaturalforestccanopy,19,E,closed,natural,forestccanopy
1307,Eclosednaturalicecave,19,E,closed,natural,icecave
1308,Eopenmanmadecity,19,E,open,manmade,city
1309,Eopenmanmadefarmhouse,19,E,open,manmade,farmhouse
1310,Eopenmanmadesuburbs,19,E,open,manmade,suburbs
1311,Eopennaturalgarden,19,E,open,natural,garden
1312,Eopennaturallake,19,E,open,natural,lake
1313,Eopennaturalmountains,19,E,open,natural,mountains
1314,Esmallnottoolbowl,19,E,small,nottool,bowl
1315,Esmallnottoolcupcake,19,E,small,nottool,cupcake
1316,Esmallnottoolflowers,19,E,small,nottool,flowers
1317,Esmalltooldrill,19,E,small,tool,drill
1318,Esmalltoolhairbrush,19,E,small,tool,hairbrush
1319,Esmalltoolwateringcan,19,E,small,tool,wateringcan
1320,Rbignottoolchair,19,R,big,nottool,chair
1321,Rbignottoollamppost,19,R,big,nottool,lamppost
1322,Rbignottooltv,19,R,big,nottool,tv
1323,Rbigtoolguitar,19,R,big,tool,guitar
1324,Rbigtoolleafblower,19,R,big,tool,leafblower
1325,Rbigtoolumbrella,19,R,big,tool,umbrella
1326,Rclosedmanmadebathroom,19,R,closed,manmade,bathroom
1327,Rclosedmanmadeconferencehall,19,R,closed,manmade,conferencehall
1328,Rclosedmanmadelivingroom,19,R,closed,manmade,livingroom
1329,Rclosednaturalcave,19,R,closed,natural,cave
1330,Rclosednaturalforestccanopy,19,R,closed,natural,forestccanopy
1331,Rclosednaturalicecave,19,R,closed,natural,icecave
1332,Ropenmanmadecity,19,R,open,manmade,city
1333,Ropenmanmadefarmhouse,19,R,open,manmade,farmhouse
1334,Ropenmanmadesuburbs,19,R,open,manmade,suburbs
1335,Ropennaturalgarden,19,R,open,natural,garden
1336,Ropennaturallake,19,R,open,natural,lake
1337,Ropennaturalmountains,19,R,open,natural,mountains
1338,Rsmallnottoolbowl,19,R,small,nottool,bowl
1339,Rsmallnottoolcupcake,19,R,small,nottool,cupcake
1340,Rsmallnottoolflowers,19,R,small,nottool,flowers
1341,Rsmalltooldrill,19,R,small,tool,drill
1342,Rsmalltoolhairbrush,19,R,small,tool,hairbrush
1343,Rsmalltoolwateringcan,19,R,small,tool,wateringcan
1344,Dbignottoolchair,19,D,big,nottool,chair
1345,Dbignottoollamppost,19,D,big,nottool,lamppost
1346,Dbignottooltv,19,D,big,nottool,tv
1347,Dbigtoolguitar,19,D,big,tool,guitar
1348,Dbigtoolleafblower,19,D,big,tool,leafblower
1349,Dbigtoolumbrella,19,D,big,tool,umbrella
1350,Dclosedmanmadebathroom,19,D,closed,manmade,bathroom
1351,Dclosedmanmadeconferencehall,19,D,closed,manmade,conferencehall
1352,Dclosedmanmadelivingroom,19,D,closed,manmade,livingroom
1353,Dclosednaturalcave,19,D,closed,natural,cave
1354,Dclosednaturalforestccanopy,19,D,closed,natural,forestccanopy
1355,Dclosednaturalicecave,19,D,closed,natural,icecave
1356,Dopenmanmadecity,19,D,open,manmade,city
1357,Dopenmanmadefarmhouse,19,D,open,manmade,farmhouse
1358,Dopenmanmadesuburbs,19,D,open,manmade,suburbs
1359,Dopennaturalgarden,19,D,open,natural,garden
1360,Dopennaturallake,19,D,open,natural,lake
1361,Dopennaturalmountains,19,D,open,natural,mountains
1362,Dsmallnottoolbowl,19,D,small,nottool,bowl
1363,Dsmallnottoolcupcake,19,D,small,nottool,cupcake
1364,Dsmallnottoolflowers,19,D,small,nottool,flowers
1365,Dsmalltooldrill,19,D,small,tool,drill
1366,Dsmalltoolhairbrush,19,D,small,tool,hairbrush
1367,Dsmalltoolwateringcan,19,D,small,tool,wateringcan
1368,Ebignottoolchair,20,E,big,nottool,chair
1369,Ebignottoollamppost,20,E,big,nottool,lamppost
1370,Ebignottooltv,20,E,big,nottool,tv
1371,Ebigtoolguitar,20,E,big,tool,guitar
1372,Ebigtoolleafblower,20,E,big,tool,leafblower
1373,Ebigtoolumbrella,20,E,big,tool,umbrella
1374,Eclosedmanmadebathroom,20,E,closed,manmade,bathroom
1375,Eclosedmanmadeconferencehall,20,E,closed,manmade,conferencehall
1376,Eclosedmanmadelivingroom,20,E,closed,manmade,livingroom
1377,Eclosednaturalcave,20,E,closed,natural,cave
1378,Eclosednaturalforestccanopy,20,E,closed,natural,forestccanopy
1379,Eclosednaturalicecave,20,E,closed,natural,icecave
1380,Eopenmanmadecity,20,E,open,manmade,city
1381,Eopenmanmadefarmhouse,20,E,open,manmade,farmhouse
1382,Eopenmanmadesuburbs,20,E,open,manmade,suburbs
1383,Eopennaturalgarden,20,E,open,natural,garden
1384,Eopennaturallake,20,E,open,natural,lake
1385,Eopennaturalmountains,20,E,open,natural,mountains
1386,Esmallnottoolbowl,20,E,small,nottool,bowl
1387,Esmallnottoolcupcake,20,E,small,nottool,cupcake
1388,Esmallnottoolflowers,20,E,small,nottool,flowers
1389,Esmalltooldrill,20,E,small,tool,drill
1390,Esmalltoolhairbrush,20,E,small,tool,hairbrush
1391,Esmalltoolwateringcan,20,E,small,tool,wateringcan
1392,Rbignottoolchair,20,R,big,nottool,chair
1393,Rbignottoollamppost,20,R,big,nottool,lamppost
1394,Rbignottooltv,20,R,big,nottool,tv
1395,Rbigtoolguitar,20,R,big,tool,guitar
1396,Rbigtoolleafblower,20,R,big,tool,leafblower
1397,Rbigtoolumbrella,20,R,big,tool,umbrella
1398,Rclosedmanmadebathroom,20,R,closed,manmade,bathroom
1399,Rclosedmanmadeconferencehall,20,R,closed,manmade,conferencehall
1400,Rclosedmanmadelivingroom,20,R,closed,manmade,livingroom
1401,Rclosednaturalcave,20,R,closed,natural,cave
1402,Rclosednaturalforestccanopy,20,R,closed,natural,forestccanopy
1403,Rclosednaturalicecave,20,R,closed,natural,icecave
1404,Ropenmanmadecity,20,R,open,manmade,city
1405,Ropenmanmadefarmhouse,20,R,open,manmade,farmhouse
1406,Ropenmanmadesuburbs,20,R,open,manmade,suburbs
1407,Ropennaturalgarden,20,R,open,natural,garden
1408,Ropennaturallake,20,R,open,natural,lake
1409,Ropennaturalmountains,20,R,open,natural,mountains
1410,Rsmallnottoolbowl,20,R,small,nottool,bowl
1411,Rsmallnottoolcupcake,20,R,small,nottool,cupcake
1412,Rsmallnottoolflowers,20,R,small,nottool,flowers
1413,Rsmalltooldrill,20,R,small,tool,drill
1414,Rsmalltoolhairbrush,20,R,small,tool,hairbrush
1415,Rsmalltoolwateringcan,20,R,small,tool,wateringcan
1416,Dbignottoolchair,20,D,big,nottool,chair
1417,Dbignottoollamppost,20,D,big,nottool,lamppost
1418,Dbignottooltv,20,D,big,nottool,tv
1419,Dbigtoolguitar,20,D,big,tool,guitar
1420,Dbigtoolleafblower,20,D,big,tool,leafblower
1421,Dbigtoolumbrella,20,D,big,tool,umbrella
1422,Dclosedmanmadebathroom,20,D,closed,manmade,bathroom
1423,Dclosedmanmadeconferencehall,20,D,closed,manmade,conferencehall
1424,Dclosedmanmadelivingroom,20,D,closed,manmade,livingroom
1425,Dclosednaturalcave,20,D,closed,natural,cave
1426,Dclosednaturalforestccanopy,20,D,closed,natural,forestccanopy
1427,Dclosednaturalicecave,20,D,closed,natural,icecave
1428,Dopenmanmadecity,20,D,open,manmade,city
1429,Dopenmanmadefarmhouse,20,D,open,manmade,farmhouse
1430,Dopenmanmadesuburbs,20,D,open,manmade,suburbs
1431,Dopennaturalgarden,20,D,open,natural,garden
1432,Dopennaturallake,20,D,open,natural,lake
1433,Dopennaturalmountains,20,D,open,natural,mountains
1434,Dsmallnottoolbowl,20,D,small,nottool,bowl
1435,Dsmallnottoolcupcake,20,D,small,nottool,cupcake
1436,Dsmallnottoolflowers,20,D,small,nottool,flowers
1437,Dsmalltooldrill,20,D,small,tool,drill
1438,Dsmalltoolhairbrush,20,D,small,tool,hairbrush
1439,Dsmalltoolwateringcan,20,D,small,tool,wateringcan
1440,Ebignottoolchair,21,E,big,nottool,chair
1441,Ebignottoollamppost,21,E,big,nottool,lamppost
1442,Ebignottooltv,21,E,big,nottool,tv
1443,Ebigtoolguitar,21,E,big,tool,guitar
1444,Ebigtoolleafblower,21,E,big,tool,leafblower
1445,Ebigtoolumbrella,21,E,big,tool,umbrella
1446,Eclosedmanmadebathroom,21,E,closed,manmade,bathroom
1447,Eclosedmanmadeconferencehall,21,E,closed,manmade,conferencehall
1448,Eclosedmanmadelivingroom,21,E,closed,manmade,livingroom
