,roi,phase,sub,corr,shuff_corr,roi_group
183,OPA,E,8,0.25287082090723595,0.03965611792069177,scene
184,OPA,E,9,0.39721807622608124,0.048955808278991444,scene
185,OPA,E,10,0.07251723006235643,0.04824470541230862,scene
186,OPA,E,11,0.3302772506100084,0.04328208786975073,scene
187,OPA,E,12,0.05183373524921163,0.04858182959718041,scene
188,OPA,E,13,0.34667770151681626,0.047463717698092205,scene
189,OPA,E,14,0.3181410082618684,0.049280615288023855,scene
190,OPA,E,15,0.07547228533192245,0.0483748078920965,scene
191,OPA,E,16,0.07540353200023364,0.04971731342121147,scene
192,OPA,E,17,0.24131219588761582,0.04617353633652487,scene
193,OPA,E,18,0.3070429931079751,0.04561344158901842,scene
194,OPA,E,19,0.18540717170131707,0.04750362580442632,scene
195,OPA,E,20,0.2520209471896805,0.04719323069020133,scene
196,OPA,E,21,0.3437331088312096,0.05092302906636606,scene
197,OPA,E,22,0.3707441389249583,0.04791182774218405,scene
198,OPA,R,1,0.034477162686679975,0.05095205490618022,scene
199,OPA,R,2,0.03941610422225711,0.05479166107789558,scene
200,OPA,R,3,0.03321883497924717,0.0687895138590716,scene
201,OPA,R,4,,,scene
202,OPA,R,5,0.03181347298126454,0.05498431814614519,scene
203,OPA,R,6,,,scene
204,OPA,R,7,0.03613875372782923,0.048568308100626414,scene
205,OPA,R,8,0.16004851528945077,0.0499368330931351,scene
206,OPA,R,9,0.07369015853084289,0.04998421255404461,scene
207,OPA,R,10,0.025523037627887726,0.041675558282558756,scene
208,OPA,R,11,0.03213024928297256,0.04971090595168448,scene
209,OPA,R,12,0.00853184172600277,0.05359313936730355,scene
210,OPA,R,13,0.028011586592657074,0.0451848346912858,scene
211,OPA,R,14,0.011006692256103652,0.042141710306645166,scene
212,OPA,R,15,0.08033630183578831,0.0547981996321606,scene
213,OPA,R,16,0.0684164411300843,0.04939950154792734,scene
214,OPA,R,17,0.2569786390034389,0.049825133773776065,scene
215,OPA,R,18,0.04706725075270045,0.04837921262539063,scene
216,OPA,R,19,0.07107375750916797,0.046724561578744585,scene
217,OPA,R,20,0.007969635136484925,0.04337155577117907,scene
218,OPA,R,21,0.009059231460738289,0.047939880994848826,scene
219,OPA,R,22,0.09183202294487806,0.04717561678629015,scene
220,headbody,E,1,0.10221474291998085,0.04466546177775209,hpc
221,headbody,E,2,0.08390234157617614,0.05359473751801487,hpc
222,headbody,E,3,0.010309622632507991,0.06686761127808788,hpc
223,headbody,E,4,0.08264094405045591,0.052710743282772796,hpc
224,headbody,E,5,0.024084131219588762,0.044892835433284345,hpc
225,headbody,E,6,0.011717655846378886,0.05543210013768042,hpc
226,headbody,E,7,0.07348810661948317,0.04616754897903854,hpc
227,headbody,E,8,0.00971047787560109,0.0464801073044049,hpc
228,headbody,E,9,0.015222385525320702,0.04893915326550706,hpc
229,headbody,E,10,0.034223826714801446,0.044157429260427226,hpc
230,headbody,E,11,0.1113745523037628,0.042634916739201785,hpc
231,headbody,E,12,0.06405445127780711,0.04757855053438164,hpc
232,headbody,E,13,0.08702558468058391,0.04621987129179093,hpc
233,headbody,E,14,0.027955080549649694,0.04932551190764973,hpc
234,headbody,E,15,0.06521516826207001,0.05763618727500961,hpc
235,headbody,E,16,0.07766798418972332,0.05433950232675868,hpc
236,headbody,E,17,0.030677073671893953,0.04999430944193148,hpc
237,headbody,E,18,0.01619725745922575,0.05268568085501063,hpc
238,headbody,E,19,0.02723534196144462,0.04977222927755026,hpc
239,headbody,E,20,0.08097201809334914,0.04810801786504189,hpc
240,headbody,E,21,0.08060672650219032,0.050581019106462524,hpc
241,headbody,E,22,0.05820521967437679,0.045238635293446156,hpc
